sample,frame,type,emu_pc,emu_a,emu_x,emu_y,emu_sp,emu_status,nmi_ctr,last_nmi,irq_count,int_cond,mapper_bank,cache_idx,info
393,84,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,C6,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=633 run=358 render=56 irq6502=28
394,84,INT_COND,2B5C,00,1D,BE,F2,36,00,00,C6,80,00,00,old=80 new=00 emu_pc=2B5C
395,84,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,C6,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
396,85,FRAME,2CB0,00,1D,BE,F9,B1,00,00,C6,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=655 run=370 render=56 irq6502=28
397,85,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,C6,00,00,00,val=01 nmi_ctr=01
398,85,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,C6,00,00,00,old=00 new=80 emu_pc=2CB3
399,85,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,C6,80,00,00,count=57
400,86,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,C6,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=655 run=370 render=57 irq6502=28
401,86,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,C6,80,00,00,old=80 new=00 emu_pc=2CB3
402,86,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,C7,00,00,00,emu_pc=2CB3 status=B1 count=29
403,86,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,C7,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
404,86,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,C7,00,00,00,val=00 nmi_ctr=00
405,86,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,C7,00,00,00,old=00 new=80 emu_pc=2B0F
406,86,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,C7,80,00,00,count=58
407,87,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,C7,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=656 run=371 render=58 irq6502=29
408,87,INT_COND,2B5C,00,1D,BE,F2,36,00,00,C7,80,00,00,old=80 new=00 emu_pc=2B5C
409,87,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,C7,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
410,88,FRAME,2CB0,00,1D,BE,F9,B1,00,00,C7,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=678 run=383 render=58 irq6502=29
411,88,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,C7,00,00,00,val=01 nmi_ctr=01
412,88,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,C7,00,00,00,old=00 new=80 emu_pc=2CB3
413,88,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,C7,80,00,00,count=59
414,89,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,C7,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=678 run=383 render=59 irq6502=29
415,89,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,C7,80,00,00,old=80 new=00 emu_pc=2CB3
416,89,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,C8,00,00,00,emu_pc=2CB3 status=B1 count=30
417,89,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,C8,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
418,89,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,C8,00,00,00,val=00 nmi_ctr=00
419,89,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,C8,00,00,00,old=00 new=80 emu_pc=2B0F
420,89,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,C8,80,00,00,count=60
421,90,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,C8,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=679 run=384 render=60 irq6502=30
422,90,INT_COND,2B5C,00,1D,BE,F2,36,00,00,C8,80,00,00,old=80 new=00 emu_pc=2B5C
423,90,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,C8,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
424,91,FRAME,2CB0,00,1D,BE,F9,B1,00,00,C8,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=701 run=396 render=60 irq6502=30
425,91,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,C8,00,00,00,val=01 nmi_ctr=01
426,91,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,C8,00,00,00,old=00 new=80 emu_pc=2CB3
427,91,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,C8,80,00,00,count=61
428,92,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,C8,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=701 run=396 render=61 irq6502=30
429,92,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,C8,80,00,00,old=80 new=00 emu_pc=2CB3
430,92,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,C9,00,00,00,emu_pc=2CB3 status=B1 count=31
431,92,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,C9,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
432,92,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,C9,00,00,00,val=00 nmi_ctr=00
433,92,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,C9,00,00,00,old=00 new=80 emu_pc=2B0F
434,92,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,C9,80,00,00,count=62
435,93,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,C9,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=702 run=397 render=62 irq6502=31
436,93,INT_COND,2B5C,00,1D,BE,F2,36,00,00,C9,80,00,00,old=80 new=00 emu_pc=2B5C
437,93,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,C9,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
438,94,FRAME,2CB0,00,1D,BE,F9,B1,00,00,C9,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=724 run=409 render=62 irq6502=31
439,94,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,C9,00,00,00,val=01 nmi_ctr=01
440,94,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,C9,00,00,00,old=00 new=80 emu_pc=2CB3
441,94,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,C9,80,00,00,count=63
442,95,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,C9,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=724 run=409 render=63 irq6502=31
443,95,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,C9,80,00,00,old=80 new=00 emu_pc=2CB3
444,95,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,CA,00,00,00,emu_pc=2CB3 status=B1 count=32
445,95,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,CA,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
446,95,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,CA,00,00,00,val=00 nmi_ctr=00
447,95,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,CA,00,00,00,old=00 new=80 emu_pc=2B0F
448,95,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,CA,80,00,00,count=64
449,96,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,CA,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=725 run=410 render=64 irq6502=32
450,96,INT_COND,2B5C,00,1D,BE,F2,36,00,00,CA,80,00,00,old=80 new=00 emu_pc=2B5C
451,96,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,CA,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
452,97,FRAME,2CB0,00,1D,BE,F9,B1,00,00,CA,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=747 run=422 render=64 irq6502=32
453,97,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,CA,00,00,00,val=01 nmi_ctr=01
454,97,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,CA,00,00,00,old=00 new=80 emu_pc=2CB3
455,97,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,CA,80,00,00,count=65
456,98,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,CA,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=747 run=422 render=65 irq6502=32
457,98,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,CA,80,00,00,old=80 new=00 emu_pc=2CB3
458,98,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,CB,00,00,00,emu_pc=2CB3 status=B1 count=33
459,98,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,CB,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
460,98,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,CB,00,00,00,val=00 nmi_ctr=00
461,98,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,CB,00,00,00,old=00 new=80 emu_pc=2B0F
462,98,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,CB,80,00,00,count=66
463,99,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,CB,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=748 run=423 render=66 irq6502=33
464,99,INT_COND,2B5C,00,1D,BE,F2,36,00,00,CB,80,00,00,old=80 new=00 emu_pc=2B5C
465,99,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,CB,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
466,100,FRAME,2CB0,00,1D,BE,F9,B1,00,00,CB,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=770 run=435 render=66 irq6502=33
467,100,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,CB,00,00,00,val=01 nmi_ctr=01
468,100,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,CB,00,00,00,old=00 new=80 emu_pc=2CB3
469,100,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,CB,80,00,00,count=67
470,101,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,CB,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=770 run=435 render=67 irq6502=33
471,101,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,CB,80,00,00,old=80 new=00 emu_pc=2CB3
472,101,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,CC,00,00,00,emu_pc=2CB3 status=B1 count=34
473,101,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,CC,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
474,101,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,CC,00,00,00,val=00 nmi_ctr=00
475,101,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,CC,00,00,00,old=00 new=80 emu_pc=2B0F
476,101,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,CC,80,00,00,count=68
477,102,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,CC,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=771 run=436 render=68 irq6502=34
478,102,INT_COND,2B5C,00,1D,BE,F2,36,00,00,CC,80,00,00,old=80 new=00 emu_pc=2B5C
479,102,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,CC,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
480,103,FRAME,2CB0,00,1D,BE,F9,B1,00,00,CC,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=793 run=448 render=68 irq6502=34
481,103,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,CC,00,00,00,val=01 nmi_ctr=01
482,103,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,CC,00,00,00,old=00 new=80 emu_pc=2CB3
483,103,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,CC,80,00,00,count=69
484,104,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,CC,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=793 run=448 render=69 irq6502=34
485,104,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,CC,80,00,00,old=80 new=00 emu_pc=2CB3
